,time,open,high,low,close,volume
0,2022-12-29 08:00:00,16556.37,16630.0,16517.54,16598.7,28212.71787
1,2022-12-29 12:00:00,16598.7,16664.41,16590.64,16616.6,34295.37736
2,2022-12-29 16:00:00,16616.6,16654.54,16590.82,16612.4,26230.77683
3,2022-12-29 20:00:00,16612.4,16654.51,16555.57,16633.47,27491.95801
4,2022-12-30 00:00:00,16633.47,16648.77,16579.75,16599.08,20857.62793
5,2022-12-30 04:00:00,16598.79,16615.35,16429.0,16474.93,28945.88758
6,2022-12-30 08:00:00,16475.1,16531.1,16458.25,16496.27,20505.90685
7,2022-12-30 12:00:00,16495.96,16580.7,16333.0,16555.26,44689.94988
8,2022-12-30 16:00:00,16555.26,16577.0,16515.45,16525.37,25853.48693
9,2022-12-30 20:00:00,16525.91,16677.35,16523.91,16607.48,24063.45257
10,2022-12-31 00:00:00,16607.48,16616.37,16550.01,16552.46,15656.04768
11,2022-12-31 04:00:00,16552.46,16568.12,16531.0,16565.09,15808.94958
12,2022-12-31 08:00:00,16564.81,16583.9,16540.01,16567.15,20777.75988
13,2022-12-31 12:00:00,16567.52,16644.09,16547.12,16590.1,27839.30964
14,2022-12-31 16:00:00,16590.1,16613.3,16565.1,16570.14,16498.8751
15,2022-12-31 20:00:00,16570.14,16574.97,16470.0,16542.4,17909.48676
16,2023-01-01 00:00:00,16541.77,16559.77,16508.39,16533.04,15515.82327
17,2023-01-01 04:00:00,16533.04,16550.0,16499.01,16526.19,16532.24115
18,2023-01-01 08:00:00,16525.7,16557.0,16505.2,16556.66,15915.96701
19,2023-01-01 12:00:00,16556.66,16572.94,16533.68,16558.73,15046.09096
20,2023-01-01 16:00:00,16558.73,16623.65,16558.0,16603.08,18532.64857
21,2023-01-01 20:00:00,16603.53,16628.0,16586.24,16616.75,15382.64278
22,2023-01-02 00:00:00,16617.17,16707.25,16548.7,16661.94,19463.4751
23,2023-01-02 04:00:00,16662.38,16769.51,16619.44,16721.28,26026.88178
24,2023-01-02 08:00:00,16721.27,16772.01,16704.07,16735.11,23267.94119
25,2023-01-02 12:00:00,16735.51,16750.0,16669.15,16734.66,21747.21491
26,2023-01-02 16:00:00,16734.66,16739.64,16707.12,16737.56,12314.73653
27,2023-01-02 20:00:00,16737.56,16799.23,16660.51,16672.87,19068.3224
28,2023-01-03 00:00:00,16672.78,16706.14,16647.81,16691.81,20183.45596
29,2023-01-03 04:00:00,16691.81,16778.4,16681.79,16729.74,21434.34333
30,2023-01-03 08:00:00,16730.15,16766.0,16698.15,16721.03,25576.16376
31,2023-01-03 12:00:00,16721.42,16773.0,16617.79,16676.94,42131.78382
32,2023-01-03 16:00:00,16677.54,16688.2,16605.28,16643.37,29519.13275
33,2023-01-03 20:00:00,16643.77,16695.0,16640.4,16675.18,20696.65771
34,2023-01-04 00:00:00,16675.65,16877.65,16652.66,16862.02,41904.57254
35,2023-01-04 04:00:00,16862.61,16910.98,16840.36,16869.44,30270.2531
36,2023-01-04 08:00:00,16869.49,16919.0,16831.13,16835.35,30320.64004
37,2023-01-04 12:00:00,16835.35,16863.09,16765.3,16854.05,40843.05953
38,2023-01-04 16:00:00,16853.55,16991.87,16787.85,16842.36,52076.35176
39,2023-01-04 20:00:00,16842.32,16869.56,16777.0,16850.36,24947.31165
40,2023-01-05 00:00:00,16850.36,16878.18,16807.72,16827.71,21763.76721
41,2023-01-05 04:00:00,16827.71,16849.37,16789.87,16823.64,21213.55835
42,2023-01-05 08:00:00,16823.05,16839.0,16780.75,16833.6,26296.22105
43,2023-01-05 12:00:00,16833.6,16879.82,16753.0,16842.94,41963.23448
44,2023-01-05 16:00:00,16842.94,16875.5,16800.5,16863.85,30157.4645
45,2023-01-05 20:00:00,16864.29,16873.52,16818.91,16831.85,22079.32082
46,2023-01-06 00:00:00,16831.85,16872.57,16802.01,16833.56,22896.56633
47,2023-01-06 04:00:00,16833.56,16837.87,16779.96,16794.06,24759.51652
48,2023-01-06 08:00:00,16794.33,16812.22,16709.88,16738.22,29976.56156
49,2023-01-06 12:00:00,16738.74,16849.0,16679.0,16840.82,52584.91113
50,2023-01-06 16:00:00,16840.1,16965.41,16805.04,16939.91,42771.69765
51,2023-01-06 20:00:00,16940.41,17041.0,16886.21,16950.65,34412.03096
52,2023-01-07 00:00:00,16950.31,16981.91,16930.46,16952.46,17943.00432
53,2023-01-07 04:00:00,16952.73,16954.45,16922.14,16948.09,15480.43183
54,2023-01-07 08:00:00,16948.18,16954.95,16908.07,16918.3,18936.72265
55,2023-01-07 12:00:00,16918.3,16947.7,16908.0,16940.42,20650.09476
56,2023-01-07 16:00:00,16940.6,16946.13,16916.0,16944.05,16073.99982
57,2023-01-07 20:00:00,16944.05,16951.92,16929.46,16943.57,15442.31542
58,2023-01-08 00:00:00,16943.83,16955.0,16911.0,16944.02,18295.79671
59,2023-01-08 04:00:00,16944.02,16957.12,16933.26,16953.77,14667.61069
60,2023-01-08 08:00:00,16953.77,16967.67,16925.05,16927.42,20434.41029
61,2023-01-08 12:00:00,16927.42,17019.79,16920.37,17000.43,23086.53831
62,2023-01-08 16:00:00,17000.43,17022.08,16916.1,16927.25,23557.66783
63,2023-01-08 20:00:00,16927.25,17176.99,16924.41,17127.83,35113.87312
64,2023-01-09 00:00:00,17127.83,17252.6,17104.66,17197.0,50799.16414
65,2023-01-09 04:00:00,17197.0,17262.56,17180.0,17198.48,33546.34885
66,2023-01-09 08:00:00,17198.01,17285.48,17186.95,17238.93,38468.19722
67,2023-01-09 12:00:00,17239.47,17335.35,17190.74,17268.49,50514.03168
68,2023-01-09 16:00:00,17268.49,17398.8,17268.02,17293.69,52520.91466
69,2023-01-09 20:00:00,17294.19,17313.3,17128.0,17178.26,40362.87068
70,2023-01-10 00:00:00,17179.04,17235.0,17146.34,17205.72,30946.1691
71,2023-01-10 04:00:00,17205.31,17233.91,17189.15,17203.2,25989.57305
72,2023-01-10 08:00:00,17203.2,17286.02,17187.73,17252.89,31083.00421
73,2023-01-10 12:00:00,17252.89,17375.0,17212.14,17327.7,57523.3681
74,2023-01-10 16:00:00,17327.7,17456.07,17282.0,17432.85,43079.81645
75,2023-01-10 20:00:00,17432.85,17499.0,17403.73,17440.66,32760.4949
76,2023-01-11 00:00:00,17440.64,17510.0,17366.58,17416.14,31946.4848
77,2023-01-11 04:00:00,17416.49,17462.99,17388.0,17446.65,29726.8908
78,2023-01-11 08:00:00,17447.02,17472.15,17408.68,17437.75,29986.37534
79,2023-01-11 12:00:00,17437.75,17437.75,17315.6,17332.43,49062.38496
80,2023-01-11 16:00:00,17331.9,17571.7,17320.42,17550.29,55789.51498
81,2023-01-11 20:00:00,17549.62,18000.0,17508.86,17943.26,65709.95565
82,2023-01-12 00:00:00,17943.26,18385.71,17907.25,18224.68,82494.53271
83,2023-01-12 04:00:00,18224.68,18241.43,18075.19,18138.22,37256.18339
84,2023-01-12 08:00:00,18138.21,18222.59,18071.06,18200.8,34254.13454
85,2023-01-12 12:00:00,18200.8,18380.47,17892.05,18086.62,130706.45782
86,2023-01-12 16:00:00,18087.28,19060.0,18054.61,18885.35,110884.4527
87,2023-01-12 20:00:00,18885.35,19117.04,18762.0,18846.62,58972.56062
88,2023-01-13 00:00:00,18846.62,18887.0,18714.12,18876.37,41728.30446
89,2023-01-13 04:00:00,18876.37,18883.79,18778.41,18824.25,33637.34382
90,2023-01-13 08:00:00,18825.0,19057.7,18810.01,18920.95,53635.34061
91,2023-01-13 12:00:00,18920.95,19310.91,18811.52,19261.19,84962.31802
92,2023-01-13 16:00:00,19261.19,19406.26,19060.15,19362.01,76088.31369
93,2023-01-13 20:00:00,19363.43,20000.0,19315.77,19930.01,78564.25763
94,2023-01-14 00:00:00,19930.01,21258.0,19888.05,20967.23,132906.52741
95,2023-01-14 04:00:00,20967.23,21033.64,20777.37,20897.36,44676.34594
96,2023-01-14 08:00:00,20897.36,21022.39,20225.06,20721.73,79770.25474
97,2023-01-14 12:00:00,20721.03,21200.0,20568.12,20786.74,70757.33684
98,2023-01-14 16:00:00,20785.85,20911.23,20660.0,20783.68,40261.90826
99,2023-01-14 20:00:00,20783.68,21072.27,20758.0,20954.92,25541.37632
100,2023-01-15 00:00:00,20952.76,21001.84,20551.01,20719.09,38036.35096
101,2023-01-15 04:00:00,20719.09,20789.58,20666.88,20735.69,20276.51594
102,2023-01-15 08:00:00,20735.69,20759.0,20573.13,20722.23,28650.05726
103,2023-01-15 12:00:00,20722.23,20994.05,20652.24,20908.28,32504.50894
104,2023-01-15 16:00:00,20906.97,21050.74,20665.0,20870.15,37663.66746
105,2023-01-15 20:00:00,20870.15,20952.37,20746.39,20871.5,21411.12493
106,2023-01-16 00:00:00,20872.99,21439.59,20770.2,21075.68,65696.37043
107,2023-01-16 04:00:00,21074.8,21260.0,21037.64,21109.23,32932.04546
108,2023-01-16 08:00:00,21109.4,21113.22,20666.0,20817.56,49457.76438
109,2023-01-16 12:00:00,20816.63,21053.89,20611.48,20994.17,50011.28024
110,2023-01-16 16:00:00,20995.37,21414.42,20916.43,21308.57,57585.03731
111,2023-01-16 20:00:00,21307.29,21474.05,21048.16,21185.65,37395.5848
112,2023-01-17 00:00:00,21185.65,21299.04,20841.31,21124.57,43454.76384
113,2023-01-17 04:00:00,21124.57,21236.62,21060.8,21133.65,27720.49973
114,2023-01-17 08:00:00,21133.65,21249.46,21082.48,21219.75,32766.90672
115,2023-01-17 12:00:00,21219.21,21647.45,21030.0,21176.06,87104.51182
116,2023-01-17 16:00:00,21176.06,21412.0,21084.0,21336.46,48658.53141
117,2023-01-17 20:00:00,21336.46,21413.15,21121.71,21134.81,35702.53057
118,2023-01-18 00:00:00,21132.29,21377.44,21103.15,21258.54,40301.19947
119,2023-01-18 04:00:00,21257.0,21320.0,21228.54,21307.94,26697.4268
120,2023-01-18 08:00:00,21307.94,21316.77,21151.0,21204.67,33225.41111
121,2023-01-18 12:00:00,21204.67,21650.0,20842.0,21042.73,97538.81068
122,2023-01-18 16:00:00,21042.73,21136.8,20407.15,20906.54,112546.34199
123,2023-01-18 20:00:00,20905.37,20938.67,20624.02,20677.47,40606.82944
124,2023-01-19 00:00:00,20677.47,20817.85,20659.19,20748.04,37267.51378
125,2023-01-19 04:00:00,20748.04,20874.81,20742.71,20818.95,28848.62637
126,2023-01-19 08:00:00,20818.94,20846.75,20706.9,20743.72,35522.44033
127,2023-01-19 12:00:00,20744.17,20960.23,20660.8,20876.44,61331.76023
128,2023-01-19 16:00:00,20876.44,21142.07,20791.13,21090.95,51508.95942
129,2023-01-19 20:00:00,21092.1,21192.0,20919.31,21071.59,36906.54912
130,2023-01-20 00:00:00,21071.59,21219.6,21013.96,21087.74,37141.33047
131,2023-01-20 04:00:00,21087.74,21127.33,20861.28,20959.44,38475.43025
132,2023-01-20 08:00:00,20958.43,20993.99,20898.79,20963.51,33292.86295
133,2023-01-20 12:00:00,20963.34,21247.55,20955.53,21144.77,63718.57309
134,2023-01-20 16:00:00,21145.05,21529.0,21140.99,21496.67,68762.00358
135,2023-01-20 20:00:00,21496.67,22755.93,21495.75,22667.21,96688.93625
136,2023-01-21 00:00:00,22666.0,22792.86,22422.0,22547.35,46689.92028
137,2023-01-21 04:00:00,22547.83,22670.0,22514.6,22638.36,31004.20655
138,2023-01-21 08:00:00,22638.36,23335.77,22595.23,22905.65,102373.50511
139,2023-01-21 12:00:00,22907.01,23280.0,22851.94,22998.9,60494.75835
140,2023-01-21 16:00:00,22998.9,23371.8,22980.0,23270.5,62208.75289
141,2023-01-21 20:00:00,23270.97,23299.55,22680.73,22783.55,43674.34114
142,2023-01-22 00:00:00,22783.35,22979.88,22602.55,22758.3,43093.66569
143,2023-01-22 04:00:00,22759.08,22967.33,22716.72,22895.2,29768.68658
144,2023-01-22 08:00:00,22895.49,22938.12,22726.02,22783.61,31739.4919
145,2023-01-22 12:00:00,22784.74,23078.71,22645.59,22794.51,49271.02796
146,2023-01-22 16:00:00,22794.63,22959.71,22687.13,22722.15,41105.52201
147,2023-01-22 20:00:00,22721.88,22773.89,22292.37,22707.88,58599.35872
148,2023-01-23 00:00:00,22706.02,22826.46,22646.43,22661.02,36139.99774
149,2023-01-23 04:00:00,22661.02,22794.33,22600.14,22695.9,33194.2653
150,2023-01-23 08:00:00,22696.61,22957.25,22662.38,22904.58,38266.29469
151,2023-01-23 12:00:00,22904.58,23115.0,22500.0,22853.14,80367.50864
152,2023-01-23 16:00:00,22855.44,23180.0,22654.0,22792.47,71278.43489
153,2023-01-23 20:00:00,22792.47,23044.56,22753.71,22916.45,34341.87812
154,2023-01-24 00:00:00,22917.81,23144.76,22864.67,23079.27,41432.57478
155,2023-01-24 04:00:00,23079.87,23162.2,23006.98,23054.08,34450.19326
156,2023-01-24 08:00:00,23054.7,23090.25,22770.0,22917.66,46085.15863
157,2023-01-24 12:00:00,22917.11,23035.31,22711.0,22931.36,64690.98641
158,2023-01-24 16:00:00,22931.36,23079.0,22785.59,23018.53,44205.31571
159,2023-01-24 20:00:00,23017.73,23080.45,22462.93,22632.89,62294.55375
160,2023-01-25 00:00:00,22631.94,22715.06,22300.0,22643.61,56101.10349
161,2023-01-25 04:00:00,22643.04,22772.0,22606.04,22712.45,30093.23392
162,2023-01-25 08:00:00,22711.85,22739.11,22475.0,22598.47,39000.61252
163,2023-01-25 12:00:00,22598.45,22745.0,22335.0,22577.86,70513.75269
164,2023-01-25 16:00:00,22578.79,22765.3,22510.0,22748.86,50906.47279
165,2023-01-25 20:00:00,22749.97,23816.73,22749.93,23060.94,99427.65682
166,2023-01-26 00:00:00,23060.42,23282.47,23041.14,23136.16,49167.22282
167,2023-01-26 04:00:00,23136.16,23197.8,22897.17,22966.73,45284.94138
168,2023-01-26 08:00:00,22965.81,23048.49,22850.01,22992.94,39326.2452
169,2023-01-26 12:00:00,22992.09,23250.0,22880.95,22958.02,81188.23496
170,2023-01-26 16:00:00,22955.16,23106.51,22853.81,23070.0,43604.15119
171,2023-01-26 20:00:00,23068.57,23195.0,22963.07,23009.65,30353.64026
172,2023-01-27 00:00:00,23009.65,23076.62,22534.88,22772.62,46182.87922
173,2023-01-27 04:00:00,22772.2,23100.0,22760.64,23072.77,38724.8656
174,2023-01-27 08:00:00,23072.29,23083.87,22903.03,22967.47,33552.11913
175,2023-01-27 12:00:00,22967.48,23148.0,22841.19,22933.96,62813.27522
176,2023-01-27 16:00:00,22932.2,23284.32,22924.01,23253.06,49014.72696
177,2023-01-27 20:00:00,23253.06,23500.0,22951.33,23074.16,50545.99702
178,2023-01-28 00:00:00,23074.16,23189.0,23042.54,23117.44,24315.1602
179,2023-01-28 04:00:00,23117.44,23133.4,22951.01,22991.51,24728.2785
180,2023-01-28 08:00:00,22991.86,23017.27,22905.0,22981.51,25675.38157
181,2023-01-28 12:00:00,22981.51,23044.12,22878.46,23012.54,33451.32025
182,2023-01-28 16:00:00,23012.02,23052.82,22975.0,23039.35,20431.10042
183,2023-01-28 20:00:00,23039.35,23042.91,22942.0,23022.6,19514.46991
184,2023-01-29 00:00:00,23021.4,23492.0,22967.76,23193.43,52580.79543
185,2023-01-29 04:00:00,23194.27,23268.51,23144.99,23203.86,24988.1288
186,2023-01-29 08:00:00,23203.39,23605.74,23153.64,23432.17,55739.69077
