,time,open,high,low,close,volume
187,2023-01-29 12:00:00,23431.39,23666.0,23350.47,23525.09,54723.54894
188,2023-01-29 16:00:00,23525.09,23960.54,23472.0,23897.84,66296.44216
189,2023-01-29 20:00:00,23896.65,23910.6,23600.0,23742.3,41360.18594
190,2023-01-30 00:00:00,23743.37,23800.51,23567.1,23701.44,36904.38643
191,2023-01-30 04:00:00,23700.78,23769.32,23599.15,23642.81,31345.83274
192,2023-01-30 08:00:00,23642.81,23676.98,23017.0,23077.47,72543.62927
193,2023-01-30 12:00:00,23077.47,23301.82,22962.68,23178.51,58389.64648
194,2023-01-30 16:00:00,23178.51,23248.86,22627.9,22784.86,58798.23417
195,2023-01-30 20:00:00,22784.86,22840.69,22500.0,22826.15,44424.17212
196,2023-01-31 00:00:00,22827.38,22913.71,22714.77,22835.01,35131.51516
197,2023-01-31 04:00:00,22835.46,22989.48,22743.05,22978.24,35466.16773
198,2023-01-31 08:00:00,22978.24,22996.84,22810.03,22865.43,35127.03829
199,2023-01-31 12:00:00,22865.97,23206.84,22851.01,23121.8,64918.10238
200,2023-01-31 16:00:00,23121.8,23221.14,23081.08,23163.88,42055.90095
201,2023-01-31 20:00:00,23162.99,23320.0,22812.69,23125.13,51950.62458
202,2023-02-01 00:00:00,23125.13,23184.29,22997.1,23130.19,35705.95217
203,2023-02-01 04:00:00,23130.7,23167.39,23017.07,23076.68,32517.47391
204,2023-02-01 08:00:00,23076.67,23100.0,22919.33,23077.52,37238.66144
205,2023-02-01 12:00:00,23078.43,23144.85,22938.36,22979.73,53826.35919
206,2023-02-01 16:00:00,22979.73,23494.77,22760.23,23385.99,77933.60595
207,2023-02-01 20:00:00,23385.99,23812.66,23320.01,23732.66,73568.37005
208,2023-02-02 00:00:00,23731.41,24255.0,23690.02,23848.6,61426.43407
209,2023-02-02 04:00:00,23848.6,23921.1,23658.2,23781.12,36774.35541
210,2023-02-02 08:00:00,23780.65,23852.75,23750.0,23820.49,34341.7451
211,2023-02-02 12:00:00,23820.49,23945.68,23525.0,23839.5,83485.59583
212,2023-02-02 16:00:00,23839.5,24144.62,23725.76,23802.57,83227.45056
213,2023-02-02 20:00:00,23802.57,23924.81,23363.27,23488.94,64921.62654
214,2023-02-03 00:00:00,23489.33,23590.11,23411.47,23534.18,41608.93455
215,2023-02-03 04:00:00,23533.64,23566.18,23447.25,23456.23,34988.87578
216,2023-02-03 08:00:00,23456.22,23541.7,23322.3,23534.13,47896.72547
217,2023-02-03 12:00:00,23533.32,23710.8,23227.16,23603.36,102225.36461
218,2023-02-03 16:00:00,23604.62,23715.7,23300.76,23307.99,68730.83213
219,2023-02-03 20:00:00,23308.05,23472.0,23204.62,23431.9,37120.2965
220,2023-02-04 00:00:00,23431.9,23465.15,23331.16,23343.43,25040.05526
221,2023-02-04 04:00:00,23343.12,23361.33,23253.96,23329.18,24999.77578
222,2023-02-04 08:00:00,23329.18,23376.27,23292.19,23363.76,23614.83087
223,2023-02-04 12:00:00,23364.14,23587.78,23340.44,23421.45,41379.54799
224,2023-02-04 16:00:00,23421.45,23472.5,23358.57,23425.89,26883.53409
225,2023-02-04 20:00:00,23425.28,23449.96,23259.62,23326.84,24208.72896
226,2023-02-05 00:00:00,23327.66,23371.99,23230.0,23344.53,27050.82035
227,2023-02-05 04:00:00,23344.53,23433.33,23326.23,23377.4,20474.72317
228,2023-02-05 08:00:00,23377.03,23419.74,23345.0,23356.33,24127.72175
229,2023-02-05 12:00:00,23356.86,23374.8,23000.01,23096.16,51552.20203
230,2023-02-05 16:00:00,23096.92,23157.75,22743.0,22891.8,56584.15419
231,2023-02-05 20:00:00,22892.65,23030.0,22795.01,22932.91,29461.71768
232,2023-02-06 00:00:00,22932.91,23094.92,22823.0,22895.48,29572.88535
233,2023-02-06 04:00:00,22895.48,22928.2,22628.13,22879.69,39216.01093
234,2023-02-06 08:00:00,22880.91,22939.99,22735.46,22878.23,40012.24453
235,2023-02-06 12:00:00,22878.23,23054.66,22745.01,23041.39,58692.68023
236,2023-02-06 16:00:00,23042.86,23158.25,22921.25,23031.03,56494.24898
237,2023-02-06 20:00:00,23030.29,23032.13,22638.0,22762.52,41383.53688
238,2023-02-07 00:00:00,22762.52,22897.67,22745.78,22877.99,33497.36874
239,2023-02-07 04:00:00,22877.99,22986.71,22861.45,22910.91,36499.34993
240,2023-02-07 08:00:00,22910.91,23064.56,22862.85,22977.24,44279.99243
241,2023-02-07 12:00:00,22977.24,23042.0,22876.35,22904.89,52432.35114
242,2023-02-07 16:00:00,22904.89,23350.25,22769.05,23091.9,97115.49334
243,2023-02-07 20:00:00,23092.87,23309.29,23029.11,23240.46,44182.16924
244,2023-02-08 00:00:00,23242.42,23452.0,23225.19,23255.34,40305.77589
245,2023-02-08 04:00:00,23255.34,23287.3,23183.17,23232.68,31403.38319
246,2023-02-08 08:00:00,23233.23,23239.44,23132.21,23159.07,34433.80696
247,2023-02-08 12:00:00,23159.07,23199.58,22857.0,22872.28,65167.42448
248,2023-02-08 16:00:00,22871.28,23042.95,22665.85,22874.89,73007.67562
249,2023-02-08 20:00:00,22873.9,22980.3,22778.93,22963.0,35738.24103
250,2023-02-09 00:00:00,22961.85,23011.39,22424.48,22518.44,65154.16827
251,2023-02-09 04:00:00,22519.56,22737.48,22353.71,22676.41,55075.60069
252,2023-02-09 08:00:00,22676.41,22770.0,22663.32,22685.79,41696.32449
253,2023-02-09 12:00:00,22685.79,22831.41,22556.32,22610.94,74349.41042
254,2023-02-09 16:00:00,22610.94,22623.41,21881.0,22032.71,93051.2266
255,2023-02-09 20:00:00,22030.99,22084.46,21688.0,21796.35,73567.96503
256,2023-02-10 00:00:00,21797.83,21938.16,21756.0,21825.59,44103.28784
257,2023-02-10 04:00:00,21825.59,21926.2,21622.4,21911.71,57049.51366
258,2023-02-10 08:00:00,21910.61,21926.91,21713.96,21733.52,53475.20812
259,2023-02-10 12:00:00,21732.63,21901.24,21520.0,21654.09,79689.38726
260,2023-02-10 16:00:00,21652.75,21799.0,21558.13,21771.09,59831.97353
261,2023-02-10 20:00:00,21772.26,21790.92,21451.0,21625.19,44442.57206
262,2023-02-11 00:00:00,21625.19,21725.95,21599.78,21678.56,33397.4464
263,2023-02-11 04:00:00,21678.56,21715.38,21640.03,21692.63,26123.14402
264,2023-02-11 08:00:00,21692.63,21705.0,21658.01,21697.44,26681.07439
265,2023-02-11 12:00:00,21697.44,21777.54,21662.11,21735.78,33330.44499
266,2023-02-11 16:00:00,21735.78,21737.89,21618.23,21662.63,26494.56227
267,2023-02-11 20:00:00,21662.36,21906.32,21645.21,21862.55,30994.91226
268,2023-02-12 00:00:00,21862.02,21890.16,21766.0,21781.38,25750.93181
269,2023-02-12 04:00:00,21781.38,21817.15,21761.04,21798.42,24728.18422
270,2023-02-12 08:00:00,21798.42,21960.0,21798.01,21888.31,32585.21424
271,2023-02-12 12:00:00,21888.31,21995.6,21756.04,21945.3,41637.6802
272,2023-02-12 16:00:00,21944.14,22090.0,21914.07,21997.18,38167.26838
273,2023-02-12 20:00:00,21997.18,22028.78,21630.0,21783.54,41566.37278
274,2023-02-13 00:00:00,21782.37,21876.43,21622.47,21808.6,45008.5028
275,2023-02-13 04:00:00,21808.6,21894.99,21792.86,21867.69,29927.77153
276,2023-02-13 08:00:00,21867.74,21874.97,21433.0,21603.11,71030.04136
277,2023-02-13 12:00:00,21602.8,21701.34,21556.0,21563.02,51668.73309
278,2023-02-13 16:00:00,21561.84,21678.0,21351.07,21607.81,62803.51308
279,2023-02-13 20:00:00,21607.81,21845.79,21559.95,21773.97,35292.20605
280,2023-02-14 00:00:00,21774.63,21816.62,21677.47,21700.42,31230.75357
281,2023-02-14 04:00:00,21700.42,21789.46,21684.59,21768.48,31733.58592
282,2023-02-14 08:00:00,21767.56,21875.42,21666.39,21809.81,44954.45087
283,2023-02-14 12:00:00,21809.81,22319.08,21532.77,22041.45,136833.56633
284,2023-02-14 16:00:00,22040.52,22245.0,21917.31,22208.65,77894.26418
285,2023-02-14 20:00:00,22207.96,22285.0,22122.7,22199.84,39311.78022
286,2023-02-15 00:00:00,22199.84,22200.88,22047.28,22099.49,36360.45775
287,2023-02-15 04:00:00,22099.13,22199.29,22072.55,22109.89,32290.25159
288,2023-02-15 08:00:00,22109.89,22500.0,22089.11,22445.13,49264.71292
289,2023-02-15 12:00:00,22444.28,22916.98,22443.24,22809.46,100777.72923
290,2023-02-15 16:00:00,22809.46,23353.87,22745.03,23318.9,70218.08957
291,2023-02-15 20:00:00,23320.18,24380.0,23296.3,24324.05,86757.92005
292,2023-02-16 00:00:00,24322.87,24905.0,24278.58,24732.42,58850.15163
293,2023-02-16 04:00:00,24731.6,24756.35,24430.12,24612.95,48051.21682
294,2023-02-16 08:00:00,24611.51,24664.49,24509.07,24568.55,39484.86925
295,2023-02-16 12:00:00,24567.93,25091.0,24283.35,25072.67,101794.47626
296,2023-02-16 16:00:00,25072.67,25250.0,24606.14,24872.58,108806.09222
297,2023-02-16 20:00:00,24872.58,24879.81,23505.25,23517.72,93093.87748
298,2023-02-17 00:00:00,23517.72,23914.58,23339.37,23838.64,69235.79241
299,2023-02-17 04:00:00,23838.64,23883.12,23612.0,23637.04,43781.38344
300,2023-02-17 08:00:00,23635.84,23861.78,23532.69,23789.82,58228.45005
301,2023-02-17 12:00:00,23789.12,24280.0,23710.0,24130.5,118441.1066
302,2023-02-17 16:00:00,24130.5,24560.64,23917.65,24524.49,115198.92622
303,2023-02-17 20:00:00,24524.49,25021.11,24051.73,24569.97,91927.55504
304,2023-02-18 00:00:00,24568.24,24787.5,24503.49,24609.68,37989.15667
305,2023-02-18 04:00:00,24609.68,24676.9,24430.0,24519.01,31352.25067
306,2023-02-18 08:00:00,24519.01,24607.82,24436.46,24519.42,33957.71014
307,2023-02-18 12:00:00,24519.93,24734.32,24488.43,24668.26,45000.52343
308,2023-02-18 16:00:00,24667.02,24877.0,24567.9,24608.34,45513.45782
309,2023-02-18 20:00:00,24608.34,24666.0,24514.03,24631.95,23104.1534
310,2023-02-19 00:00:00,24632.05,24770.67,24622.18,24681.69,24556.3165
311,2023-02-19 04:00:00,24682.1,24850.0,24563.23,24582.62,38276.37482
312,2023-02-19 08:00:00,24582.62,24706.77,24560.47,24669.43,30376.46031
313,2023-02-19 12:00:00,24669.43,25046.0,24656.44,24922.21,59494.57652
314,2023-02-19 16:00:00,24922.21,25192.0,24277.53,24523.79,99703.62008
315,2023-02-19 20:00:00,24523.04,24580.28,24192.57,24271.76,47988.64719
316,2023-02-20 00:00:00,24272.51,24480.44,23840.83,24418.95,63390.50289
317,2023-02-20 04:00:00,24417.86,24555.0,24402.87,24503.65,38007.57091
318,2023-02-20 08:00:00,24503.65,24983.71,24373.33,24890.0,79645.74015
319,2023-02-20 12:00:00,24889.0,25121.23,24720.0,24942.87,80964.87642
320,2023-02-20 16:00:00,24942.87,24957.32,24622.0,24872.19,56462.35763
321,2023-02-20 20:00:00,24872.18,24887.2,24655.0,24842.2,28467.52197
322,2023-02-21 00:00:00,24843.89,25093.23,24781.5,24926.56,47489.89991
323,2023-02-21 04:00:00,24926.56,25050.0,24854.18,24999.95,37867.03335
324,2023-02-21 08:00:00,24999.77,25250.0,24555.55,24572.83,86178.83261
325,2023-02-21 12:00:00,24572.83,24790.0,24408.0,24558.09,79603.75437
326,2023-02-21 16:00:00,24556.81,24745.78,24279.35,24602.88,75522.89551
327,2023-02-21 20:00:00,24602.88,24639.56,24148.34,24452.16,49338.41293
328,2023-02-22 00:00:00,24450.67,24476.05,23855.55,24201.85,66953.18365
329,2023-02-22 04:00:00,24202.67,24221.6,23931.0,24060.95,53259.16489
330,2023-02-22 08:00:00,24059.73,24216.55,23860.61,24160.87,58413.62449
331,2023-02-22 12:00:00,24160.87,24235.37,23627.08,23713.61,86251.40733
332,2023-02-22 16:00:00,23714.94,23972.97,23574.69,23791.67,74769.74135
333,2023-02-22 20:00:00,23791.68,24218.92,23735.19,24182.21,39778.63194
334,2023-02-23 00:00:00,24182.21,24599.59,24124.33,24454.85,58028.05449
335,2023-02-23 04:00:00,24454.85,24526.08,24311.35,24376.27,40892.96719
336,2023-02-23 08:00:00,24377.12,24494.28,23647.46,23780.2,72957.69926
337,2023-02-23 12:00:00,23780.21,24228.44,23608.0,23950.92,114931.1652
338,2023-02-23 16:00:00,23951.83,24056.0,23725.1,23971.5,72622.39716
339,2023-02-23 20:00:00,23971.51,24069.87,23756.77,23940.2,38968.17107
